,Unnamed: 0,ID,first_wins,s,phi_vanilla,phi_avg,phi_entropy,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,FKGL,ARI,RSRS_mBERT
418,418,407,2,Barneville-La-Bertran is a group settlement in the Calvados Department. It is located in the Basse-Normandie region in northwestern France.,2,1.7785636317930766,0.0467076335834245,2,2.491660660976777,0.0629444693634769,2,2.49769595079124,0.0929473838947097,3,2.760691020375816,0.0587412158176777,4,4.577755853533745,0.1071214195203097,4,4.473891660571098,0.0744364019205515,2,2.1107271909713745,0.0295901306108655,3,2.9994082312769024,0.0004536639521891,3,2.65597315164996,0.0612728498635992,1,1.1824266743524168,0.0457957318407331,2,1.8540934284692407,0.0375218529948421,8.434951490775347,4,3.7534929662942886,0.122131809426387,7.321620494127274,6,5.071673780679703,0.0929778618945208,8.0,2,2.1329642087221146,0.0333268359257557,8.0,3,2.6725489119708072,0.0583032655232723,7.102359797778263,3,3.301443014293909,0.1365635362065075,6.98470670171082,3,2.958896875788924,0.049374926576711,8.344560333409845,3,3.002475466988926,0.0017942098279455,7.835479244106125,1,1.0229773896606766,0.0105471321991278,8.952573645391084,9.4,13.3,0.0003319039598695
419,419,1016,2,"This measuring unit shows how much of a specific drug, or other substance, is needed to block all or part of the normal biological processes of cells, cell Receptors, or microorganisms, by half.",7,6.546829488128424,0.1021366425022081,6,5.600331042878679,0.0658080302830956,5,5.155998500995338,0.1173550465367718,6,6.0859238987686695,0.0395097275232071,6,6.659988641738892,0.0843808308422099,7,6.969224542379379,0.0690213505515715,6,6.397314578294754,0.0571263412254672,6,6.095638061071952,0.0315018169918683,6,5.899612432380536,0.0275877262796635,6,5.722376232594286,0.0723989013361104,7,7.15590855073242,0.0681334591269757,7.790487747226507,6,5.784766860306263,0.0958976817228141,7.348645567893982,7,6.811277538537979,0.04118128342827,7.448104560375214,6,6.348645508289337,0.0549749854538071,7.65135532617569,6,6.072179156253696,0.0334010032167633,6.404551327592344,6,6.024152051657438,0.1069816568521331,7.039245915657375,6,5.984917805524674,0.0352049760925347,7.376817804626626,6,6.077504517810766,0.0265636556749099,7.132953777649163,5,5.123178139894637,0.036740202317761,7.377540617509407,15.0,18.2,0.0006008140270484
420,420,1916,1,The term Dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,3,3.3412858757656068,0.0958587366268345,3,2.929057781104348,0.0382823619990617,5,4.865052804350853,0.135016899035262,5,5.362826146665611,0.0764684648218396,4,4.907951273024082,0.12395614444483,4,4.151169657707214,0.0937955176644619,4,3.841131180524826,0.0372213555746297,4,4.106206593080401,0.0282661617773712,3,3.2250811021384607,0.0436893841449807,3,3.153409915107712,0.0468894824440486,3,3.318937297037337,0.083702218317831,7.817599083309688,4,4.085638478398323,0.1123070278057692,7.117875158786774,6,5.071674942970276,0.0929778618945208,7.777300089597702,4,3.697059810161591,0.0521464239311953,7.8670356422662735,4,4.523691839072853,0.0856163796080915,6.73122348499146,7,6.468369320034981,0.1012475373043915,7.381791141582653,5,5.422399850562215,0.0730703402383517,7.77723912159172,4,4.2014909585415126,0.0416118257559478,7.017918553436175,2,2.0601003048954,0.0219111621542807,8.075826750935448,11.1,11.2,0.000494018512125
421,421,1772,2,Yoghurt is a dairy product produced by bacterial fermentation of milk. It is also called yogurt.,2,1.680918166477568,0.0552891586538501,3,2.607238647004124,0.0593577464843742,3,3.2226950246840715,0.1248466630713825,1,1.522158546562423,0.0661842552362771,4,3.5942220762372017,0.1016755770881732,4,3.4145568013191223,0.0817456003037024,2,2.0,-0.0,3,3.014922004519889,0.0072167016003251,2,2.2723333794965583,0.0479818417218276,2,1.9996647776925305,0.0002911374631213,2,1.9555037524714864,0.0300722450496701,8.143939840852454,4,3.6453737691044807,0.0977062563386211,7.128140777349472,4,3.9692243933677673,0.0690214519046431,8.0,2,2.0,-0.0,8.132964119315147,3,2.7008939965744503,0.0569962735431249,7.0693135427991365,2,2.871107712388038,0.1171327855298645,6.819856176152825,2,2.518718924780842,0.0631259263587577,8.932039312676523,3,2.8697990888837808,0.0327888209893117,7.932451478033727,2,1.6791787445779789,0.0604894655833924,8.095313883019116,7.6,6.4,0.0003635879407772
422,422,707,1,Travel through very remote areas requires advanced planning and a reliable vehicle.,2,1.930038117501681,0.0261447019268686,3,3.013518364576157,0.0464409913013218,3,3.284590699709952,0.1243149329529541,3,2.810039289652196,0.0451081049278724,4,4.609730459749699,0.1052631312228759,4,3.822889968752861,0.0741037459365526,2,2.0,-0.0,3,2.999677713978599,0.000255319697672,4,4.027624749208371,0.0458400451345497,2,1.9820238483253936,0.0086970179277315,2,2.0134645655303416,0.0182652126614232,8.109089112687798,4,3.353485368192196,0.1068043567063787,7.434063911437988,4,4.3817581832408905,0.0668643848873975,8.0,2,2.0,-0.0,8.0,3,2.920892381291196,0.0312846008445803,7.1300816167258745,4,4.071178957819939,0.1434515118343408,7.192404852365144,3,3.160807816457236,0.0470792857030171,8.045715326801968,3,2.9991848382337736,0.0006647814104447,7.95791110262428,2,1.6224593848163384,0.0638981864589992,8.777298934261012,10.3,12.8,0.000346822579425
423,423,1121,1,"Brighton is a city in Washington County, Iowa.",1,1.1067364099781116,0.0295080280811423,1,1.0087620309680003,0.0040456881369446,1,1.0071783153834986,0.002999466697551,1,1.0013240794812646,0.000820911349726,1,1.0624834820628166,0.0198734255712502,2,1.9645318239927292,0.0745804145000082,2,1.5518964231014252,0.0584733539531427,1,1.0000070398736849,7.216625279771928e-06,2,2.039408192426606,0.0331585603781818,1,1.0000000000588016,6.865509470776542e-11,1,1.2228040234957689,0.0461000889625933,8.99773433456943,1,1.1107271313667295,0.0295901306108655,8.73917144536972,2,2.6572611927986145,0.0856536024449279,8.0,2,1.6026846170425415,0.0571263766990423,8.811277568340302,1,1.026340209198679,0.0098204791730198,8.983489845848908,1,1.0089158128539566,0.0036567280842108,8.131258949520998,1,1.004022146861189,0.0021150395959735,8.999754903697863,1,1.000085809820911,7.132226751233511e-05,8.985933100416915,1,1.0000000000588016,6.869286918558502e-11,8.99908944325317,4.1,5.6,0.0002555907282892
424,424,2042,2,"Volunteers provided food for those at the Stadium. They also provided them blankets, water, children's toys, Massages, and a live rock band performance.",2,2.040722666987904,0.0279122310274827,4,3.887895699546789,0.0510100163150951,4,4.702464740723372,0.135641035282542,3,3.4727196515304968,0.0869597194667481,6,6.363326400518417,0.101984460709225,4,5.13263213634491,0.1065848664944907,2,2.0,-0.0,3,3.1529567431516625,0.0351606397218959,4,3.874050509351491,0.0467164339355817,5,4.988654813517295,0.0125376078130478,2,2.200841728466912,0.0475321244148036,8.029062971429084,6,5.611833035945892,0.0997426219828812,7.260828077793121,6,5.0761023461818695,0.092188422819717,7.777300089597702,2,2.0,-0.0,8.11072763055563,4,4.1936100199236535,0.0578394734859026,6.243430820341018,6,4.9116210378706455,0.1336584150249589,7.038028950657463,4,4.864622691646218,0.1077291959179178,7.96793510548116,3,3.2079660273955,0.0436778537210501,7.132941346862936,2,2.0000222168762605,8.303704771292761e-05,8.182381986072869,9.0,10.9,0.0003415375152173
425,425,671,1,"Origin Irmo was chartered on Christmas Eve in 1890 with the opening of the Columbia, Newberry and Laurens railroad.",3,2.7558569270186126,0.0839531941901952,4,3.733576405385975,0.0773889315282168,2,2.5025921650230885,0.1081236809654517,5,5.1364192248438485,0.0922625370218028,4,4.709191232919693,0.1451620347772389,4,5.045205473899841,0.1057299026588883,2,2.4119948148727417,0.0691198201282984,4,4.184173591830245,0.0389268930725634,3,3.4765414246130604,0.0603842605434311,3,3.361750293514416,0.073488224753098,3,2.8912575194844976,0.0757842224844901,7.88255909039799,4,3.5496093183755875,0.1416935502310687,8.5,6,5.146975994110107,0.0916411669095356,7.697058767080307,2,2.5854427218437195,0.0817455597624738,8.0,4,4.371971608372405,0.0872124985238759,6.883004829676338,3,3.9243611320853233,0.1504940688533162,6.777832925436087,6,5.638636737130582,0.0685984024470804,7.915117199094539,5,4.744541463116548,0.0581440509024229,7.025867939839372,2,2.27433163051046,0.0580273639072005,8.017964518932786,10.7,12.1,0.0004520971833216
426,426,164,1,Whoever wins the Kate Greenway medal also gets the Colin Mears award which is L5000.,2,2.2116440603422234,0.0587060679394978,3,3.355874925502576,0.0904248200660353,6,5.573482595384121,0.1182583540194914,6,5.863283991347998,0.0811550101754914,6,5.591944333165884,0.1355127966766571,4,4.13229912519455,0.1302172912556461,2,2.0,-0.0,3,3.4858503577606825,0.0598816891392347,3,3.0553061484993123,0.0300865807040456,5,4.120167769005093,0.0772761035409768,2,2.358821530418936,0.0650688435326604,7.971030077045725,6,5.1489304304122925,0.1200247905559045,7.302940785884857,4,4.541729710996151,0.1042929593507695,8.0,2,2.0,-0.0,8.0,3,3.3293814646895044,0.0773669428326846,6.929441610591312,6,5.444575440138578,0.1244739752636077,6.915336749632843,6,5.767251622630283,0.0785204782243564,7.852151130096445,4,3.915919139955804,0.067326049602668,7.067499591692467,3,3.4869893551949644,0.0877442703647583,7.985937246951721,5.6,8.1,0.0005262689809444
427,427,785,2,The Primavera was painted by the Italian Renaissance painter Sandro Botticelli.,1,1.3781769410056768,0.0578364405787346,2,1.788950491605647,0.046554069867266,1,1.4036419610492883,0.0678635473262588,1,1.0110067065315889,0.0048400871997762,1,1.4804927706718445,0.0693499726833201,2,2.6572622656822205,0.0856536429861566,2,2.0,-0.0,2,2.437848808741137,0.0550567643392332,2,2.1385664933424096,0.0380539504754459,1,1.047425967946908,0.0183994237268595,2,1.5007779657221365,0.0605432659796874,8.986355416645438,1,1.4725281596183777,0.0735031732430485,8.69705981016159,4,3.3728827834129333,0.1063236086817906,8.0,2,2.0,-0.0,8.260828047990799,2,1.655274565460786,0.0534101489633129,7.999738714789146,1,1.2377918846905231,0.0500131061049425,8.315585755975917,1,1.1326121843303554,0.0326879094377434,8.999755924664896,2,2.201855703564547,0.0404348753232347,7.999533740814513,1,1.0009111051053738,0.0007026343860199,8.998072900076291,11.1,13.6,0.0004021293097804
428,428,443,1,He is also a member of Boyband 183 club.,1,1.4693724079825188,0.0602896350173594,2,2.1090414655627683,0.0323989667782879,2,3.0273148715496063,0.1324532870888506,1,1.0472331959135772,0.0155387790892157,1,3.428894355893135,0.1302386362125281,2,2.501249298453331,0.1268887955719897,2,1.8112774640321727,0.04118128342827,5,4.50693727703765,0.0831713075035499,3,2.84607913103946,0.0464190935472818,1,1.060087962396863,0.0219035445783245,2,1.9524998404524467,0.0418163549111442,8.104805270482757,1,3.4754394590854645,0.1405859334585462,8.651355385780334,4,4.03797160089016,0.1338895664229111,8.0,2,1.8112779557704928,0.0411812150149467,8.551895439624786,2,2.1797910978784785,0.0461352555773747,7.218893309756822,2,2.191443618386984,0.1115436745846137,7.106293957680464,1,1.265535057795205,0.0495027998875159,8.999466178721633,5,4.408805691404268,0.0886389876247583,7.007465999107808,1,1.0140639106281193,0.0071273929157572,8.999796565738073,3.3,-0.3,0.00031237054776
429,429,1748,1,"Today, Landis' father has become a hearty supporter of his son. Landis ’ father regards himself as one of Floyd's biggest fans.",2,1.9859403109155664,0.0283441981201838,3,3.0180982608289924,0.0474728661220235,4,3.835188966244459,0.1358620039629813,3,2.7809139031451195,0.0661645783692042,4,4.578267395496368,0.1225764250809446,4,4.3156953155994415,0.1066162352701554,2,2.0,-0.0,3,3.002795436028805,0.0040223715161367,3,3.183754642924214,0.0431922835894986,2,2.000004511192122,1.3884877252545796e-05,2,1.9509128331847023,0.0245437861909982,8.063202788026501,4,3.7855986207723618,0.0979089523465425,7.061790078878403,4,4.923896104097366,0.0921883924137955,7.81127755343914,2,2.0,-0.0,8.0,3,3.229593189811567,0.0659811206610952,6.9998639887307945,6,5.217744220048189,0.1291255464339218,7.142761186347343,4,3.750069791742135,0.0858166519194666,7.971598916475784,3,3.002822696548492,0.0138492453119756,7.622453458091741,2,1.9968274425588384,0.0020650134438221,8.320809751400363,6.2,7.6,0.0003399292787407
430,430,701,2,The stable price for some labor is the wage.,2,1.910180608124847,0.0414878250513296,2,2.0686863810988143,0.0307968672627935,3,3.280083166435361,0.1331506168781589,2,2.229349762550555,0.051698610934759,1,3.435704216361046,0.1594975449853581,2,1.8477342426776886,0.0865835270122963,2,2.222700208425522,0.0450870558019201,4,4.01161312797376,0.0161818957831942,3,3.1857433045220205,0.0392353785800506,2,1.999102051221706,0.0007179774523946,2,2.0664835128629875,0.0428778578084115,8.015406724387503,1,3.2619219347834587,0.1472520466023044,8.000000596046448,4,3.2615028247237206,0.1111717011034673,8.0,2,2.529547542333603,0.0783332450885923,8.0,2,2.3640015800483525,0.0676855556804698,7.14106647223889,2,2.691334918141365,0.1330759969906216,7.586387329734862,3,2.755000038538128,0.0764169871508669,8.022592346606729,4,4.126597232621862,0.0459115825841413,7.053342786224675,2,1.9914223970679004,0.0047581673457355,8.14797401317479,2.1,1.9,0.0002503252284034
431,431,1589,2,"Nupedia was founded on March 9, 2000. this happened under the ownership of Bomis, Inc, a web portal company.",2,2.440396715159295,0.0697472983709154,3,3.214095251954859,0.0577528397486078,5,4.709753971546888,0.1208407477772367,4,4.277356864884496,0.1031530296038106,6,5.591187983751297,0.1089331462166438,4,5.093610875308514,0.1104056847235136,2,2.0,-0.0,3,3.00000083572678,0.0001778419400884,2,2.5064882040608154,0.0576963938003251,3,2.999858914880367,0.0016356124612085,2,2.3884797403316043,0.0620977926875944,7.993140121530814,6,5.41901595890522,0.101984460709225,6.633305132389069,6,5.657178163528442,0.1069296899147369,7.7785452753305435,2,2.0,-0.0,8.158869177103043,4,3.87177460064413,0.0710094385015721,6.622104314255012,6,5.671810561558232,0.0999988436071309,7.130340602714568,4,4.142316680285148,0.0999826177303668,7.971863187168765,3,3.0088207600914245,0.0052187636843013,7.468781013233041,2,1.9997970426956173,0.000186897153812,8.047415923363587,5.8,5.6,0.0004563389492315
432,432,1664,2,"Eva Anna Paula Braun, died eva Anna Paula Hitler. She was born 6 February 1912 and died 30 April 1945. she was the longtime companion and, for a brief time, wife of Adolf Hitler. Y ” s",7,5.2978653609752655,0.1528334788853996,6,6.282663856371073,0.0677360282086341,1,1.1716860940796323,0.0395511537660958,6,6.152291131671518,0.0939124645825965,7,7.000000208616257,0.0929778618945208,8,8.0,-0.0,4,3.4145568013191223,0.0817456003037024,7,6.997734594222452,0.0013316437058225,4,4.818973990128143,0.0932474621005639,8,7.904533693748817,0.0303907121503551,3,4.145704366266728,0.1400772052545814,7.7289470564173826,8,7.137894064188004,0.0921884025491027,7.551895439624786,8,8.0,-0.0,6.878855407238007,4,3.4131713658571243,0.1056179885972118,7.81127755343914,7,6.73133580089052,0.0536738266403203,4.432579495129176,1,1.3288938144105489,0.0595625467247814,8.02974332170561,6,6.108667524997145,0.0970485962998797,7.404755189345451,7,6.9969281851088,0.0029190409136966,7.999736321303871,7,6.946653096570316,0.0456602903921656,7.320734707224378,3.3,3.9,0.0002876727067128
433,433,1163,1,"Alanna Marie Orton was born on July 12th, 2008.",1,1.075906070174824,0.0233438899641284,1,1.0049022420889742,0.0024667544708369,1,1.003932559156965,0.0015173955925617,1,1.0009008507931867,0.0005876083554716,1,1.0,-0.0,2,1.6885955184698105,0.0795311117037337,1,1.3486452102661133,0.0549749854538071,1,1.0000661478643522,5.646997373863384e-05,1,1.024581956098885,0.0093098211556101,1,1.0000000000000393,8.838376292040914e-14,1,1.269234975695781,0.0506895594699575,9.001137896312272,1,1.1107271313667295,0.0295901306108655,8.651355385780334,2,2.241040773689747,0.0826641226505141,8.132964119315147,2,1.5,0.0589321489024192,8.777300119400024,1,1.0382333962343182,0.0131096468743772,8.921550897365705,1,1.0015653543741792,0.0007146430750332,7.806234904564917,1,1.0037179234514042,0.0019782731645115,8.999731051164872,1,1.0076480508268697,0.0036091510254639,8.998498253828913,1,1.0,6.447530554239974e-14,8.999964241117437,3.3,3.5,0.0003342004815554
434,434,1097,1,"Sometimes the male ""Den master"" will also allow a second male into the Den. The reason for this not clear.",3,2.734450036427006,0.0749746632993984,5,4.880343518045265,0.1002259101539411,6,6.282849993440323,0.0767847545452749,6,5.480943917296827,0.0724527087009603,6,5.98596727848053,0.0691198201282984,6,5.137893885374069,0.0921884025491027,2,2.437901481986046,0.0718037356147558,5,5.460217284577936,0.0588284717862348,4,4.013291947556809,0.0181200659932733,5,5.029110950461472,0.0140744921876508,3,2.713811843401345,0.0710074465077524,7.81712562332541,6,5.6699960976839066,0.0916105177406794,6.767764508724213,6,5.811277836561203,0.0411812150149467,7.602684259414673,2,2.7129740118980408,0.0877115562934419,8.0,6,5.601780692813918,0.0685824446083986,6.487776274407224,5,5.164074846776202,0.1038005713193431,6.867093812164967,6,5.770767415160663,0.0495933871865237,7.851976055211026,5,5.315886229745956,0.0602017218230326,7.002041431842372,2,2.0760443593245554,0.025961750351233,8.037313635365535,4.8,4.1,0.0002564682234612
435,435,89,2,"Nupedia was started on March 9, 2000, under the ownership of Bomis, Inc, a web portal company.",2,1.928965855958552,0.0309661279252777,3,2.817998450133018,0.0600778355787011,4,4.058738444000483,0.1267682472285245,3,2.8635184303857386,0.0640620780793402,6,4.853165730834007,0.1393628248609192,4,3.9046765565872192,0.1186246992246246,2,2.0,-0.0,3,2.996441679234991,0.0019446460520268,3,2.919361678465066,0.0497586278778291,2,1.998835301358961,0.0008799032826704,2,2.062392986417308,0.0292546403726707,8.080999806767977,4,4.3198495507240295,0.1273252827102038,7.224455118179321,4,4.764075487852097,0.0877115461581348,8.0,2,2.110727496445179,0.0295902015580156,8.110727548599243,3,2.953874748054659,0.0476804951214771,7.029747655929896,6,5.429998356848955,0.1250742848399345,7.17857694189297,3,2.749070655787364,0.0614852604709842,8.03451301996904,3,3.006531865702385,0.0034009168462777,7.592659492517868,2,1.9914224001538023,0.0047581684230846,8.037310143452487,8.7,8.7,0.0004305693853524
436,436,1982,1,"In the Federal assembly; the free Democratic party has 2 members, the Christian Democratic people's party has 2 members, the social Democratic party had 2 members, and the Swiss people's party has one.",2,2.391871779866051,0.0693017866964693,4,4.48617276805453,0.0894089461615644,4,4.557331126183271,0.1304521243396499,6,5.3897834829986095,0.0942766804724148,6,6.522293820977211,0.1004292282312251,6,5.999999642372131,0.0660970661204736,4,3.773287788033485,0.0828187671671832,5,4.568821490534106,0.0573942718040938,4,4.482116094177854,0.0734204889152468,6,5.7673872324267,0.0801157715257901,2,2.151685005411309,0.0453400655787553,8.045569908596008,6,6.411016225814819,0.097233545612612,7.302940785884857,6,5.999999642372131,0.0601618859909297,7.65135532617569,4,3.8686450868844986,0.0801682931267049,7.81127755343914,5,5.266743724030675,0.0863907894916205,6.117120993812932,6,5.508066483773291,0.1171128837022583,6.986481712097884,6,5.541114179650322,0.0794291273231435,7.467452925069665,5,4.845973163306127,0.0464199742438377,7.0051527362375055,5,5.10302651307692,0.0330293496769538,7.562175083780624,16.2,19.2,0.0005173401479444
437,437,950,2,"It is Oretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",7,7.405755380852497,0.0682534298586717,6,6.014274919310992,0.0322721345082489,7,6.823092740029097,0.0815185655428927,7,6.488802013336681,0.0599187693360757,8,7.460271954536438,0.0792280913578749,7,7.107286483049393,0.0886900289821135,6,6.348645508289337,0.0549749854538071,7,6.688606782382294,0.0527170647057715,7,6.7979384099398885,0.0406231816487956,7,6.985672609880567,0.0079199878321039,8,7.553424749163241,0.0630447903015122,7.053586473783071,8,7.146973669528961,0.0916411973154571,6.8962074518203735,7,6.999999791383743,0.0820433249515694,7.448103845119476,6,6.448103815317154,0.0584733539531427,7.908184856176376,6,6.459123901568091,0.0606743160395673,6.561272180253582,7,6.839639971032739,0.0838492428230506,6.928051128983498,7,6.526205278503767,0.0587774344635401,7.864684298081556,7,6.848019338912906,0.0348292441379688,7.998640518995671,7,6.620968432340305,0.0645782723784759,7.777129510480037,16.9,18.7,0.0005784091157012
438,438,1442,2,Development stable output are rare but there are s lot of subversion snapshots that are good enough to use.,7,7.0918326262326445,0.0858875333288836,6,5.78099043740076,0.0511991794052403,4,4.261809891089797,0.1217009777110252,7,6.7530586211833,0.0463073551717488,6,6.532910317182541,0.0769386876350225,8,7.739171475172043,0.0487954481362548,4,4.999999701976776,0.0765664988854405,5,4.983774535694877,0.0138993109966222,6,5.653575848683431,0.0694565838040975,7,6.952930305404152,0.0187128216901033,7,7.401682909905503,0.0686193354147306,7.462748843307054,7,7.128141939640045,0.091936276648155,7.260828077793121,8,7.65135532617569,0.0549749854538071,7.0,6,5.60658935457468,0.0692626519444708,7.739170968532562,6,6.046074067846348,0.035419609980084,5.837214325525565,3,3.394014235585928,0.1082090319490672,6.454760289052501,7,6.796298959216074,0.0431543849192278,7.19221234190627,5,5.136722618594888,0.0383474402095108,7.001061587652657,5,5.395605143535699,0.0692722965169782,7.04742150673682,8.3,10.1,0.000491774021332
439,439,1775,1,"The company opened twice as many Canadian outlets at McDonald's. As of 2002, System-Wide sales also surpassed McDonald's Canadian operations.",3,3.398267899174243,0.1026262038271056,6,5.598291924688965,0.0681264496073854,6,4.861900258809328,0.1195454441720326,6,5.614515881519765,0.0726966664333459,6,5.118459343910217,0.1069892652502318,6,5.0761023461818695,0.092188422819717,4,3.697058886289597,0.0521464796753847,4,4.070344415950103,0.0243158691716842,3,3.464136555327059,0.0628477554797322,5,4.95204701738119,0.0223249747940545,3,3.5677350657060742,0.0987840660981385,7.729385820490279,4,4.393500916659832,0.0930255181087938,6.832035660743713,6,5.146975994110107,0.0916411669095356,7.697058767080307,4,3.549330599606037,0.0712900782478145,8.0,6,5.953866822499549,0.0391241810670764,6.350928960768215,6,5.587341316975653,0.0863030548836308,7.182009339332581,6,5.710771569574717,0.0584621642420962,7.292613591509507,4,4.141758390772793,0.0369833632974381,7.005750567332143,3,2.712962063540264,0.07048610977041,7.998506526968843,10.7,12.3,0.0003765354529068
440,440,1556,1,"One side is made up of Sudanese military and the Janjaweed, a a Sudanese militia group. The group is mainly recruits from the Afro-Arab Abbala tribes in the northern Rizeigat region Ofsudan.",4,4.162593210116029,0.1247268932023237,6,5.509952301843441,0.0730521758718857,6,5.110242421738803,0.1168839887528157,6,5.974246212332218,0.0373604378356123,7,6.832035779953003,0.0889231511821335,7,7.448104560375214,0.0584733742237571,4,4.445400416851044,0.0450870558019201,6,5.684574724776439,0.0538101287915326,4,4.276887067768257,0.054115529467877,7,7.004207040899928,0.0055270250306507,3,3.327166669711005,0.0869323759247994,7.619750635827586,7,6.767763584852219,0.0882977520537375,6.794630169868469,7,7.091816008090973,0.0260775625461967,7.554599940776825,6,5.086872845888138,0.0867436648654469,7.697058767080307,6,6.051541058335715,0.0383377549405928,6.361921054296545,6,5.914479248225689,0.0898846563208051,6.932573432277422,6,5.876350102880679,0.0368592449129818,7.347446309778206,6,5.891912194286192,0.0289229388407552,7.132956877694596,5,5.155419631468249,0.0452966664166067,7.437823201921238,7.2,10.0,0.000489932914466
441,441,776,1,"Throughout centuries, different views of the topic were suggested, but most Christians dismissed them.",2,2.424154478812852,0.0652295204681868,4,3.7000241170590016,0.0588518533225158,5,5.022878276184201,0.1106130367902945,4,4.189759816101287,0.0688934262205267,4,4.913127064704895,0.0867437054066755,4,3.321619212627411,0.0865835371476034,3,2.882126152515412,0.0907868314629772,4,4.293609244214281,0.0493427285020822,3,3.044091803813984,0.0175673511255225,2,2.1194308847141485,0.0353278034702061,3,2.967832966656715,0.0578362697834738,7.852875369619142,4,4.2003193795681,0.0871454385766331,7.117875158786774,4,4.222700268030167,0.0450870558019201,8.0,4,3.3666951954364777,0.0842453015148473,8.0,4,4.434567431220785,0.0703882028092535,6.731410407746353,6,5.384017616743222,0.0973784937423829,7.164840872981586,5,4.989797132118838,0.0858472752703623,7.924413508395787,5,4.593746524136179,0.0553139085879861,7.0066250355303055,2,1.999335832438229,0.0006125018838525,8.320818200626718,8.8,15.5,0.0003712289565064
442,442,185,1,Before the storm arrived the National Park service closed visitor centers and campgrounds along the outer banks.,2,2.123875928084089,0.0470701025318109,3,2.659235651313793,0.0696545634325906,2,2.668896526098252,0.1184796290291676,3,2.704680863535032,0.0622713730886395,6,5.34384685754776,0.1106198538991418,4,3.1979969441890717,0.0907868213276701,2,2.110727496445179,0.0295902015580156,3,3.02596893961163,0.009768365509901,3,2.942395648461116,0.0365191404845791,2,1.9934032749730028,0.0039673101933928,2,2.0347313228200505,0.0294334992400542,8.06432633327131,4,3.819201871752739,0.1211895299195889,7.414556801319122,4,4.092473827302456,0.0691198302636055,7.8670356422662735,2,2.222700208425522,0.0450870558019201,8.0,3,3.0681530427536927,0.0576338404128827,7.029752671422102,3,3.320457797497511,0.1439010787077746,7.1993544064462185,3,3.058149674849119,0.0483445403246446,8.058152535703812,3,3.08566834283252,0.0236863984879282,7.880795003120568,2,1.5621766033825375,0.0660718286475602,8.320814417217662,9.9,13.7,0.0004274471247715
443,443,1946,1,Representatives of the professional hockey writers' Association vote for the All-Star team. voting takes place at the end of the regular season.,2,1.9799128317620216,0.0297524438628066,3,3.232757419151312,0.0574862806622164,3,3.45818729698658,0.1156947037819254,4,4.574289778480306,0.1020494689552932,6,5.478539049625397,0.1124584695653753,4,4.9238976538181305,0.0921884126844098,2,2.0,-0.0,3,2.9987389826260937,0.001838257967901,3,2.8345508307502314,0.0501187322549216,2,2.059054038410068,0.0196129310131636,2,2.011443844008,0.0189855313227329,8.026556735441773,4,4.486929915845394,0.0994902731051759,6.816690385341644,5,5.066880226135254,0.0930155652371613,7.739171475172043,2,2.0,-0.0,8.0,4,3.5703634867386427,0.07167575245565,6.853093560334855,4,4.340595478191972,0.1216344181115323,6.832666524351225,6,5.476063203299418,0.07791661714344,7.622096115932436,3,2.998947743661887,0.011387006804185,7.245070305079935,2,1.999977103001132,2.891669075565256e-05,8.148026579909128,9.9,10.4,0.0002935893981327
